unicode_,name,script,diacritic,name_meaning,english_name,origin,transliteration,ordering,variants
𓐬,,Egyptian hieroglyphs,0,,Aa30,,,Gardiner's sign list order: 830,
𓐭,,Egyptian hieroglyphs,0,,Aa31,,,Gardiner's sign list order: 831,
𓐮,,Egyptian hieroglyphs,0,,Aa32,,,Gardiner's sign list order: 832,
,*alpu,Proto-Sinaitic script,0,ox,,𓃾:0,,,
,*baytu,Proto-Sinaitic script,0,house,,𓉐:0,,,
,*gamlu,Proto-Sinaitic script,0,throwing stick,,𓌙:0,,,
,*daltu,Proto-Sinaitic script,0,door,,𓉿:0,,,
,*hallu,Proto-Sinaitic script,0,praise,,𓀠:0,,,
,*wāwu,Proto-Sinaitic script,0,fowl,,𓅱:0,,,
,*ḏiqqu,Proto-Sinaitic script,0,manacle,,𓏭:0,,,
,*ḥasir,Proto-Sinaitic script,0,courtyard,,𓉗:0,,,
,*ḫaytu,Proto-Sinaitic script,0,thread,,𓎛:0,,,
,*ṭaytu,Proto-Sinaitic script,0,good,,𓄤:0,,,
,*yadu,Proto-Sinaitic script,0,hand,,𓂝:0,,,
,*kapu,Proto-Sinaitic script,0,palm (of hand),,𓂧:0,,,
,*lamdu,Proto-Sinaitic script,0,goad,,𓍈:0,,,
,*mayim,Proto-Sinaitic script,0,water,,𓈖:0,,,
,*naḥšu,Proto-Sinaitic script,0,snake,,𓆓:0,,,
,*ṡamku,Proto-Sinaitic script,0,peg,,𓊽:0,,,
,*ʿaynu,Proto-Sinaitic script,0,eye,,𓁹:0,,,
,*piʿtu,Proto-Sinaitic script,0,corner,,𓂋:0,,,
,*ṣadu,Proto-Sinaitic script,0,plant,,𓇑:0,,,
,*qupu,Proto-Sinaitic script,0,monkey,,𓃻:0,,,
,*raʾsu,Proto-Sinaitic script,0,head,,𓁶:0,,,
,*šadeh,Proto-Sinaitic script,0,field,,𓇨:0,,,
,*tawu,Proto-Sinaitic script,0,,,𓏴:0,,,
𐤀,,Phoenician script,0,ox,aleph,*alpu:1,Phoenician to Latin: ʾ,North Semitic order: 1,
𐤁,,Phoenician script,0,house,beth,*baytu:1,Phoenician to Latin: b,North Semitic order: 2,
𐤂,,Phoenician script,0,throwing stick or camel,gimel,*gamlu:1,Phoenician to Latin: g,North Semitic order: 3,
𐤃,,Phoenician script,0,door,daleth,*daltu:1,Phoenician to Latin: d,North Semitic order: 4,
𐤄,,Phoenician script,0,window,he,*hallu:1,Phoenician to Latin: h,North Semitic order: 5,
𐤅,,Phoenician script,0,hook,waw,*wāwu:1,Phoenician to Latin: w,North Semitic order: 6,
𐤆,,Phoenician script,0,weapon,zayin,*ḏiqqu:1,Phoenician to Latin: z,North Semitic order: 7,
𐤇,,Phoenician script,0,"wall, courtyard",heth,*ḥasir:0; *ḫaytu:0,Phoenician to Latin: ḥ,North Semitic order: 8,
𐤈,,Phoenician script,0,wheel,teth,*ṭaytu:1,Phoenician to Latin: ṭ,North Semitic order: 9,
𐤉,,Phoenician script,0,hand,yodh,*yadu:1,Phoenician to Latin: y,North Semitic order: 10,
𐤊,,Phoenician script,0,palm (of a hand),kaph,*kapu:1,Phoenician to Latin: k,North Semitic order: 11,
𐤋,,Phoenician script,0,goad,lamedh,*lamdu:1,Phoenician to Latin: l,North Semitic order: 12,
𐤌,,Phoenician script,0,water,mem,*mayim:1,Phoenician to Latin: m,North Semitic order: 13,
𐤍,,Phoenician script,0,serpent,nun,*naḥšu:1,Phoenician to Latin: n,North Semitic order: 14,
𐤎,,Phoenician script,0,fish or pillar,samekh,*ṡamku:1,Phoenician to Latin: s,North Semitic order: 15,
𐤏,,Phoenician script,0,eye,ayin,*ʿaynu:1,Phoenician to Latin: ʿ,North Semitic order: 16,
𐤐,,Phoenician script,0,mouth,pe,*piʿtu:1,Phoenician to Latin: p,North Semitic order: 17,
𐤑,,Phoenician script,0,,tsade,*ṣadu:1,Phoenician to Latin: ṣ,North Semitic order: 18,
𐤒,,Phoenician script,0,"needle?, monkey?",qoph,*qupu:1,Phoenician to Latin: q,North Semitic order: 19,
𐤓,,Phoenician script,0,head,resh,*raʾsu:1,Phoenician to Latin: r,North Semitic order: 20,
𐤔,,Phoenician script,0,tooth,shin,*šadeh:1,Phoenician to Latin: š,North Semitic order: 21,
𐤕,,Phoenician script,0,,taw,*tawu:1,Phoenician to Latin: t,North Semitic order: 22,
𐡀,,Imperial Aramaic script,0,,aleph,𐤀:1,Aramaic to Latin: ʾ,North Semitic order: 1,
𐡁,,Imperial Aramaic script,0,,beth,𐤁:1,Aramaic to Latin: b,North Semitic order: 2,
𐡂,,Imperial Aramaic script,0,,gimel,𐤂:1,Aramaic to Latin: g,North Semitic order: 3,
𐡃,,Imperial Aramaic script,0,,daleth,𐤃:1,Aramaic to Latin: d,North Semitic order: 4,
𐡄,,Imperial Aramaic script,0,,he,𐤄:1,Aramaic to Latin: h,North Semitic order: 5,
𐡅,,Imperial Aramaic script,0,,waw,𐤅:1,Aramaic to Latin: w,North Semitic order: 6,
𐡆,,Imperial Aramaic script,0,,zayin,𐤆:1,Aramaic to Latin: z,North Semitic order: 7,
𐡇,,Imperial Aramaic script,0,,heth,𐤇:1,Aramaic to Latin: ḥ,North Semitic order: 8,
𐡈,,Imperial Aramaic script,0,,teth,𐤈:1,Aramaic to Latin: ṭ,North Semitic order: 9,
𐡉,,Imperial Aramaic script,0,,yodh,𐤉:1,Aramaic to Latin: y,North Semitic order: 10,
𐡊,,Imperial Aramaic script,0,,kaph,𐤊:1,Aramaic to Latin: k,North Semitic order: 11,
𐡋,,Imperial Aramaic script,0,,lamedh,𐤋:1,Aramaic to Latin: l,North Semitic order: 12,
𐡌,,Imperial Aramaic script,0,,mem,𐤌:1,Aramaic to Latin: m,North Semitic order: 13,
𐡍,,Imperial Aramaic script,0,,nun,𐤍:1,Aramaic to Latin: n,North Semitic order: 14,
𐡎,,Imperial Aramaic script,0,,samekh,𐤎:1,Aramaic to Latin: s,North Semitic order: 15,
𐡏,,Imperial Aramaic script,0,,ayin,𐤏:1,Aramaic to Latin: ʿ,North Semitic order: 16,
𐡐,,Imperial Aramaic script,0,,pe,𐤐:1,Aramaic to Latin: p,North Semitic order: 17,
𐡑,,Imperial Aramaic script,0,,tsade,𐤑:1,Aramaic to Latin: ṣ,North Semitic order: 18,
𐡒,,Imperial Aramaic script,0,,qoph,𐤒:1,Aramaic to Latin: q,North Semitic order: 19,
𐡓,,Imperial Aramaic script,0,,resh,𐤓:1,Aramaic to Latin: r,North Semitic order: 20,
𐡔,,Imperial Aramaic script,0,,shin,𐤔:1,Aramaic to Latin: š,North Semitic order: 21,
𐡕,,Imperial Aramaic script,0,,taw,𐤕:1,Aramaic to Latin: t,North Semitic order: 22,
א,אָלֶף,Aramaic square script,0,,alef,𐡀:1,Modern Hebrew to Latin: ʾ; Biblical Hebrew to Latin: ʾ; Tiberian Hebrew to Latin: ʾ,North Semitic order: 1,
ב,בֵּית,Aramaic square script,0,,bet,𐡁:1,Modern Hebrew to Latin: v; Biblical Hebrew to Latin: b; Tiberian Hebrew to Latin: v,North Semitic order: 2,
ג,גִּימֵל,Aramaic square script,0,,gimel,𐡂:1,Modern Hebrew to Latin: g; Biblical Hebrew to Latin: g; Tiberian Hebrew to Latin: gh,North Semitic order: 3,
ד,דָּלֶת,Aramaic square script,0,,dalet,𐡃:1,Modern Hebrew to Latin: d; Biblical Hebrew to Latin: d; Tiberian Hebrew to Latin: dh,North Semitic order: 4,
ה,הֵא,Aramaic square script,0,,he,𐡄:1,Modern Hebrew to Latin: h; Biblical Hebrew to Latin: h; Tiberian Hebrew to Latin: h,North Semitic order: 5,
ו,וָו,Aramaic square script,0,,vav,𐡅:1,Modern Hebrew to Latin: v; Biblical Hebrew to Latin: w; Tiberian Hebrew to Latin: w,North Semitic order: 6,
ז,זַיִן,Aramaic square script,0,,zayin,𐡆:1,Modern Hebrew to Latin: z; Biblical Hebrew to Latin: z; Tiberian Hebrew to Latin: z,North Semitic order: 7,
ח,חֵית,Aramaic square script,0,,chet,𐡇:1,Modern Hebrew to Latin: ch; Biblical Hebrew to Latin: ch; Tiberian Hebrew to Latin: ch,North Semitic order: 8,
ט,טֵית,Aramaic square script,0,,tet,𐡈:1,Modern Hebrew to Latin: t; Biblical Hebrew to Latin: ṭ; Tiberian Hebrew to Latin: ṭ,North Semitic order: 9,
י,יוֹד,Aramaic square script,0,,yod,𐡉:1,Modern Hebrew to Latin: y; Biblical Hebrew to Latin: y; Tiberian Hebrew to Latin: y,North Semitic order: 10,
כ,כַף,Aramaic square script,0,,kaf,𐡊:1,Modern Hebrew to Latin: kh; Biblical Hebrew to Latin: k; Tiberian Hebrew to Latin: kh,North Semitic order: 11,final: ך
ל,לָמֶד,Aramaic square script,0,,lamed,𐡋:1,Modern Hebrew to Latin: l; Biblical Hebrew to Latin: l; Tiberian Hebrew to Latin: l,North Semitic order: 12,
מ,מֵם,Aramaic square script,0,,mem,𐡌:1,Modern Hebrew to Latin: m; Biblical Hebrew to Latin: m; Tiberian Hebrew to Latin: m,North Semitic order: 13,final: ם
נ,נוּן,Aramaic square script,0,,nun,𐡍:1,Modern Hebrew to Latin: n; Biblical Hebrew to Latin: n; Tiberian Hebrew to Latin: n,North Semitic order: 14,final: ן
ס,סָמֶך,Aramaic square script,0,,samech,𐡎:1,Modern Hebrew to Latin: s; Biblical Hebrew to Latin: s; Tiberian Hebrew to Latin: s,North Semitic order: 15,
ע,עַיִן,Aramaic square script,0,,ayin,𐡏:1,Modern Hebrew to Latin: ʿ; Biblical Hebrew to Latin: ʿ; Tiberian Hebrew to Latin: ʿ,North Semitic order: 16,
פ,פֵא,Aramaic square script,0,,pay,𐡐:1,Modern Hebrew to Latin: f; Biblical Hebrew to Latin: p; Tiberian Hebrew to Latin: f,North Semitic order: 17,final: ף
צ,צַדִי,Aramaic square script,0,,tsade,𐡑:1,Modern Hebrew to Latin: ts; Biblical Hebrew to Latin: ṣ; Tiberian Hebrew to Latin: s,North Semitic order: 18,final: ץ
ק,קוֹף,Aramaic square script,0,,qof,𐡒:1,Modern Hebrew to Latin: k; Biblical Hebrew to Latin: q; Tiberian Hebrew to Latin: q,North Semitic order: 19,
ר,רֵישׁ,Aramaic square script,0,,resh,𐡓:1,Modern Hebrew to Latin: r; Biblical Hebrew to Latin: r; Tiberian Hebrew to Latin: r,North Semitic order: 20,
ש,שִין,Aramaic square script,0,,shin,𐡔:1,Modern Hebrew to Latin: sh; Biblical Hebrew to Latin: sh; Tiberian Hebrew to Latin: sh,North Semitic order: 21,
ת,תָּו,Aramaic square script,0,,tav,𐡕:1,Modern Hebrew to Latin: t; Biblical Hebrew to Latin: t; Tiberian Hebrew to Latin: th,North Semitic order: 22,
ּ,,Aramaic square script,1,,"dagesh, mappiq, or shuruk",,Modern Hebrew to Latin: u; Biblical Hebrew to Latin: u; Tiberian Hebrew to Latin: u,,
ׁ,,Aramaic square script,1,,shin dot,,Modern Hebrew to Latin: ; Biblical Hebrew to Latin: ; Tiberian Hebrew to Latin: ,,
ׂ,,Aramaic square script,1,,sin dot,,Modern Hebrew to Latin: ; Biblical Hebrew to Latin: ; Tiberian Hebrew to Latin: ,,
ְ,,Aramaic square script,1,,shva,,Modern Hebrew to Latin: ǝ; Biblical Hebrew to Latin: ǝ; Tiberian Hebrew to Latin: ǝ,,
ִ,,Aramaic square script,1,,hiriq,,Modern Hebrew to Latin: i; Biblical Hebrew to Latin: i; Tiberian Hebrew to Latin: i,,
ֵ,,Aramaic square script,1,,tsere,,Modern Hebrew to Latin: e; Biblical Hebrew to Latin: e; Tiberian Hebrew to Latin: e,,
ֶ,,Aramaic square script,1,,segol,,Modern Hebrew to Latin: e; Biblical Hebrew to Latin: e; Tiberian Hebrew to Latin: e,,
ַ,,Aramaic square script,1,,patach,,Modern Hebrew to Latin: a; Biblical Hebrew to Latin: a; Tiberian Hebrew to Latin: a,,
ָ,,Aramaic square script,1,,kamatz,,Modern Hebrew to Latin: a; Biblical Hebrew to Latin: a; Tiberian Hebrew to Latin: a,,
ֹ,,Aramaic square script,1,,holam,,Modern Hebrew to Latin: o; Biblical Hebrew to Latin: o; Tiberian Hebrew to Latin: o,,
ֻ,,Aramaic square script,1,,kubutz,,Modern Hebrew to Latin: u; Biblical Hebrew to Latin: u; Tiberian Hebrew to Latin: u,,
ֽ,,Aramaic square script,1,,meteg,,Modern Hebrew to Latin: ; Biblical Hebrew to Latin: u0301; Tiberian Hebrew to Latin: u0301,,
𐢁,,Nabataean script,0,,,𐡀:1,Nabataean to Latin: a,North Semitic order: 1,final: 𐢀
𐢃,,Nabataean script,0,,,𐡁:1,Nabataean to Latin: b,North Semitic order: 2,final: 𐢂
𐢄,,Nabataean script,0,,,𐡂:1,Nabataean to Latin: g,North Semitic order: 3,
𐢅,,Nabataean script,0,,,𐡃:1,Nabataean to Latin: d,North Semitic order: 4,
𐢇,,Nabataean script,0,,,𐡄:1,Nabataean to Latin: h,North Semitic order: 5,final: 𐢆
𐢈,,Nabataean script,0,,,𐡅:1,Nabataean to Latin: w,North Semitic order: 6,
𐢉,,Nabataean script,0,,,𐡆:1,Nabataean to Latin: z,North Semitic order: 7,
𐢊,,Nabataean script,0,,,𐡇:1,Nabataean to Latin: ḥ,North Semitic order: 8,
𐢋,,Nabataean script,0,,,𐡈:1,Nabataean to Latin: t,North Semitic order: 9,
𐢍,,Nabataean script,0,,,𐡉:1,Nabataean to Latin: y,North Semitic order: 10,final: 𐢌
𐢏,,Nabataean script,0,,,𐡊:1,Nabataean to Latin: k,North Semitic order: 11,final: 𐢎
𐢑,,Nabataean script,0,,,𐡋:1,Nabataean to Latin: l,North Semitic order: 12,final: 𐢐
𐢓,,Nabataean script,0,,,𐡌:1,Nabataean to Latin: m,North Semitic order: 13,final: 𐢒
𐢕,,Nabataean script,0,,,𐡍:1,Nabataean to Latin: n,North Semitic order: 14,final: 𐢔
𐢖,,Nabataean script,0,,,𐡎:1,Nabataean to Latin: s,North Semitic order: 15,
𐢗,,Nabataean script,0,,,𐡏:1,Nabataean to Latin: ʿ,North Semitic order: 16,
𐢘,,Nabataean script,0,,,𐡐:1,Nabataean to Latin: p,North Semitic order: 17,
𐢙,,Nabataean script,0,,,𐡑:1,Nabataean to Latin: ṣ,North Semitic order: 18,
𐢚,,Nabataean script,0,,,𐡒:1,Nabataean to Latin: q,North Semitic order: 19,
𐢛,,Nabataean script,0,,,𐡓:1,Nabataean to Latin: r,North Semitic order: 20,
𐢝,,Nabataean script,0,,,𐡔:1,Nabataean to Latin: š,North Semitic order: 21,final: 𐢜
𐢞,,Nabataean script,0,,,𐡕:1,Nabataean to Latin: t,North Semitic order: 22,
ﺍ,,Arabic script,0,,alif,𐢁:1,Arabic to Latin (ALA-LC): ā; Arabic to Latin (DIN): ā,Common hijāʾī order: 1; Maghrebi abjadī order: 1; Common abjadī order: 1,final: ـﺍ
ب,,Arabic script,0,,bāʼ,𐢃:1,Arabic to Latin (ALA-LC): b; Arabic to Latin (DIN): b,Common hijāʾī order: 2; Maghrebi abjadī order: 2; Common abjadī order: 2,initial: بـ; medial: ـبـ; final: ـب
ج,,Arabic script,0,,jīm,𐢄:1,Arabic to Latin (ALA-LC): ǧ; Arabic to Latin (DIN): j,Common hijāʾī order: 5; Maghrebi abjadī order: 3; Common abjadī order: 3,initial: جـ; medial: ـ; final: ـج
د,,Arabic script,0,,dāl,𐢅:1,Arabic to Latin (ALA-LC): d; Arabic to Latin (DIN): d,Common hijāʾī order: 8; Maghrebi abjadī order: 4; Common abjadī order: 4,initial: دـ; medial: ـدـ; final: ـد
ه,,Arabic script,0,,hā,𐢇:1,Arabic to Latin (ALA-LC): h; Arabic to Latin (DIN): h,Common hijāʾī order: 26; Maghrebi abjadī order: 5; Common abjadī order: 5,initial: هـ; medial: ـهـ; final: ـه
و,,Arabic script,0,,wāw,𐢈:1,Arabic to Latin (ALA-LC): w; Arabic to Latin (DIN): w,Common hijāʾī order: 27; Maghrebi abjadī order: 6; Common abjadī order: 6,final: ـو
ز,,Arabic script,0,,zayn,𐢉:1,Arabic to Latin (ALA-LC): z; Arabic to Latin (DIN): z,Common hijāʾī order: 11; Maghrebi abjadī order: 7; Common abjadī order: 7,final: ـز
ح,,Arabic script,0,,ḥā,𐢊:1,Arabic to Latin (ALA-LC): ḥ; Arabic to Latin (DIN): ḥ,Common hijāʾī order: 6; Maghrebi abjadī order: 8; Common abjadī order: 8,initial: حـ; medial: ـحـ; final: ـح
ط,,Arabic script,0,,ṭāʼ,𐢋:1,Arabic to Latin (ALA-LC): ṭ; Arabic to Latin (DIN): ṭ,Common hijāʾī order: 16; Maghrebi abjadī order: 9; Common abjadī order: 9,initial: طـ; medial: ـطـ; final: ـط
ي,,Arabic script,0,,yāʼ,𐢍:1,Arabic to Latin (ALA-LC): y; Arabic to Latin (DIN): y,Common hijāʾī order: 28; Maghrebi abjadī order: 10; Common abjadī order: 10,final: ـي
ك,,Arabic script,0,,kāf,𐢏:1,Arabic to Latin (ALA-LC): k; Arabic to Latin (DIN): k,Common hijāʾī order: 22; Maghrebi abjadī order: 11; Common abjadī order: 11,initial: كـ; medial: ـكـ; final: ـك
ل,,Arabic script,0,,lām,𐢑:1,Arabic to Latin (ALA-LC): l; Arabic to Latin (DIN): l,Common hijāʾī order: 23; Maghrebi abjadī order: 12; Common abjadī order: 12,initial: لـ; medial: ـلـ; final: ـل
م,,Arabic script,0,,mīm,𐢓:1,Arabic to Latin (ALA-LC): m; Arabic to Latin (DIN): m,Common hijāʾī order: 24; Maghrebi abjadī order: 13; Common abjadī order: 13,initial: مـ; medial: ـمـ; final: ـم
ن,,Arabic script,0,,nūn,𐢕:1,Arabic to Latin (ALA-LC): n; Arabic to Latin (DIN): n,Common hijāʾī order: 25; Maghrebi abjadī order: 14; Common abjadī order: 14,initial: نـ; medial: ـنـ; final: ـن
ص,,Arabic script,0,,ṣād,𐢖:1,Arabic to Latin (ALA-LC): ṣ; Arabic to Latin (DIN): ṣ,Common hijāʾī order: 14; Maghrebi abjadī order: 15; Common abjadī order: 18,initial: صـ; medial: ـصـ; final: ـص
ع,,Arabic script,0,,ʻayn,𐢗:1,Arabic to Latin (ALA-LC): ʻ; Arabic to Latin (DIN): ʿ,Common hijāʾī order: 18; Maghrebi abjadī order: 16; Common abjadī order: 16,initial: عـ; medial: ـعـ; final: ـع
ف,,Arabic script,0,,fāʼ,𐢘:1,Arabic to Latin (ALA-LC): f; Arabic to Latin (DIN): f,Common hijāʾī order: 21; Maghrebi abjadī order: 17; Common abjadī order: 17,initial: فـ; medial: ـفـ; final: ـف
ض,,Arabic script,0,,ḍād,𐢙:1,Arabic to Latin (ALA-LC): ḍ; Arabic to Latin (DIN): ḍ,Common hijāʾī order: 15; Maghrebi abjadī order: 18; Common abjadī order: 26,initial: ضـ; medial: ـضـ; final: ـض
ق,,Arabic script,0,,qāf,𐢚:1,Arabic to Latin (ALA-LC): q; Arabic to Latin (DIN): q,Common hijāʾī order: 20; Maghrebi abjadī order: 19; Common abjadī order: 19,initial: قـ; medial: ـقـ; final: ـق
ر,,Arabic script,0,,rāʼ,𐢛:1,Arabic to Latin (ALA-LC): r; Arabic to Latin (DIN): r,Common hijāʾī order: 10; Maghrebi abjadī order: 20; Common abjadī order: 20,final: ـر
س,,Arabic script,0,,sīn,𐢝:1,Arabic to Latin (ALA-LC): s; Arabic to Latin (DIN): s,Common hijāʾī order: 12; Maghrebi abjadī order: 21; Common abjadī order: 15,initial: سـ; medial: ـسـ; final: ـس
ت,,Arabic script,0,,tāʼ,𐢞:1,Arabic to Latin (ALA-LC): t; Arabic to Latin (DIN): t,Common hijāʾī order: 3; Maghrebi abjadī order: 22; Common abjadī order: 22,initial: تـ; medial: ـتـ; final: ـت
ث,,Arabic script,0,,thāʼ,ت:1,Arabic to Latin (ALA-LC): ṯ; Arabic to Latin (DIN): ṯ,Common hijāʾī order: 4; Maghrebi abjadī order: 23; Common abjadī order: 23,initial: ثـ; medial: ـثـ; final: ـث
خ,,Arabic script,0,,ḫā,ح:1,Arabic to Latin (ALA-LC): kh; Arabic to Latin (DIN): ḫ,Common hijāʾī order: 7; Maghrebi abjadī order: 24; Common abjadī order: 24,initial: خـ; medial: ـخـ; final: ـخ
ذ,,Arabic script,0,,dhāl,د:1,Arabic to Latin (ALA-LC): dh; Arabic to Latin (DIN): ḏ,Common hijāʾī order: 9; Maghrebi abjadī order: 25; Common abjadī order: 25,initial: ذـ; medial: ـذـ; final: ـذ
ظ,,Arabic script,0,,ẓāʼ,ط:1,Arabic to Latin (ALA-LC): ẓ; Arabic to Latin (DIN): ẓ,Common hijāʾī order: 17; Maghrebi abjadī order: 26; Common abjadī order: 27,initial: ظـ; medial: ـظـ; final: ـظ
غ,,Arabic script,0,,ghayn,ع:1,Arabic to Latin (ALA-LC): gh; Arabic to Latin (DIN): ġ,Common hijāʾī order: 19; Maghrebi abjadī order: 27; Common abjadī order: 28,initial: غـ; medial: ـغـ; final: ـغ
ش,,Arabic script,0,,shīn,س:1,Arabic to Latin (ALA-LC): sh; Arabic to Latin (DIN): š,Common hijāʾī order: 13; Maghrebi abjadī order: 28; Common abjadī order: 21,initial: شـ; medial: ـشـ; final: ـش
ء,,Arabic script,0,,hamza,ع:1,Arabic to Latin (ALA-LC): ʼ; Arabic to Latin (DIN): ʾ,,
𑀅,,Brahmi script,0,,,𐡀:0,Brahmi to Latin (IAST): a; Brahmi to Devanagari: अ,Shiksha order: 1,
𑀆,,Brahmi script,0,,,𑀅:1,Brahmi to Latin (IAST): ā; Brahmi to Devanagari: आ,Shiksha order: 2,
𑀇,,Brahmi script,0,,,𑀏:1,Brahmi to Latin (IAST): i; Brahmi to Devanagari: इ,Shiksha order: 3,
𑀈,,Brahmi script,0,,,𑀇:1,Brahmi to Latin (IAST): ī; Brahmi to Devanagari: ई,Shiksha order: 4,
𑀉,,Brahmi script,0,,,,Brahmi to Latin (IAST): u; Brahmi to Devanagari: उ,Shiksha order: 5,
𑀊,,Brahmi script,0,,,,Brahmi to Latin (IAST): ū; Brahmi to Devanagari: ऊ,Shiksha order: 6,
𑀏,,Brahmi script,0,,,𐡏:0,Brahmi to Latin (IAST): e; Brahmi to Devanagari: ए,Shiksha order: 7,
𑀐,,Brahmi script,0,,,𑀏:1,Brahmi to Latin (IAST): ai; Brahmi to Devanagari: ऐ,Shiksha order: 8,
𑀑,,Brahmi script,0,,,𑀉:1,Brahmi to Latin (IAST): o; Brahmi to Devanagari: ओ,Shiksha order: 9,
𑀒,,Brahmi script,0,,,𑀊:1,Brahmi to Latin (IAST): au; Brahmi to Devanagari: औ,Shiksha order: 10,
𑀋,,Brahmi script,0,,,𑀅:1,Brahmi to Latin (IAST): ṛ; Brahmi to Devanagari: ऋ,Shiksha order: 11,
𑀌,,Brahmi script,0,,,𑀋:1,Brahmi to Latin (IAST): ṝ; Brahmi to Devanagari: ॠ,Shiksha order: 12,
𑀍,,Brahmi script,0,,,𑀮:0,Brahmi to Latin (IAST): ḷ; Brahmi to Devanagari: ऌ,Shiksha order: 13,
𑀎,,Brahmi script,0,,,𑀍:1,Brahmi to Latin (IAST): ḹ; Brahmi to Devanagari: ॡ,Shiksha order: 14,
𑀓,,Brahmi script,0,,,𐡊:0,Brahmi to Latin (IAST): ka; Brahmi to Devanagari: क,Shiksha order: 15,
𑀔,,Brahmi script,0,,,𐡒:0,Brahmi to Latin (IAST): kha; Brahmi to Devanagari: ख,Shiksha order: 16,
𑀕,,Brahmi script,0,,,𐡂:0,Brahmi to Latin (IAST): ga; Brahmi to Devanagari: ग,Shiksha order: 17,
𑀖,,Brahmi script,0,,,𐡇:0,Brahmi to Latin (IAST): gha; Brahmi to Devanagari: घ,Shiksha order: 18,
𑀗,,Brahmi script,0,,,𑀦:0,Brahmi to Latin (IAST): ṅ; Brahmi to Devanagari: ङ,Shiksha order: 19,
𑀘,,Brahmi script,0,,,𐡑:0,Brahmi to Latin (IAST): ca; Brahmi to Devanagari: च,Shiksha order: 20,
𑀙,,Brahmi script,0,,,𑀘:1,Brahmi to Latin (IAST): cha; Brahmi to Devanagari: छ,Shiksha order: 21,
𑀚,,Brahmi script,0,,,𐡆:0,Brahmi to Latin (IAST): ja; Brahmi to Devanagari: ज,Shiksha order: 22,
𑀛,,Brahmi script,0,,,𑀚:0,Brahmi to Latin (IAST): jha; Brahmi to Devanagari: झ,Shiksha order: 23,
𑀜,,Brahmi script,0,,,𑀦:1,Brahmi to Latin (IAST): ñ; Brahmi to Devanagari: ञ,Shiksha order: 24,
𑀝,,Brahmi script,0,,,,Brahmi to Latin (IAST): ṭa; Brahmi to Devanagari: ट,Shiksha order: 25,
𑀞,,Brahmi script,0,,,𑀣:1,Brahmi to Latin (IAST): ṭha; Brahmi to Devanagari: ठ,Shiksha order: 26,
𑀟,,Brahmi script,0,,,,Brahmi to Latin (IAST): ḍa; Brahmi to Devanagari: ड,Shiksha order: 27,
𑀠,,Brahmi script,0,,,𑀟:1,Brahmi to Latin (IAST): ḍha; Brahmi to Devanagari: ढ,Shiksha order: 28,
𑀡,,Brahmi script,0,,,𑀦:1,Brahmi to Latin (IAST): ṇa; Brahmi to Devanagari: ण,Shiksha order: 29,
𑀢,,Brahmi script,0,,,𐡕:0,Brahmi to Latin (IAST): ta; Brahmi to Devanagari: त,Shiksha order: 30,
𑀣,,Brahmi script,0,,,𐡈:0,Brahmi to Latin (IAST): tha; Brahmi to Devanagari: थ,Shiksha order: 31,
𑀤,,Brahmi script,0,,,𑀥:1,Brahmi to Latin (IAST): da; Brahmi to Devanagari: द,Shiksha order: 32,
𑀥,,Brahmi script,0,,,𐡃:0,Brahmi to Latin (IAST): dha; Brahmi to Devanagari: ध,Shiksha order: 33,
𑀦,,Brahmi script,0,,,𐡍:0,Brahmi to Latin (IAST): na; Brahmi to Devanagari: न,Shiksha order: 34,
𑀧,,Brahmi script,0,,,𐡐:0,Brahmi to Latin (IAST): pa; Brahmi to Devanagari: प,Shiksha order: 35,
𑀨,,Brahmi script,0,,,𑀧:1,Brahmi to Latin (IAST): pha; Brahmi to Devanagari: फ,Shiksha order: 36,
𑀩,,Brahmi script,0,,,𐡁:0,Brahmi to Latin (IAST): ba; Brahmi to Devanagari: ब,Shiksha order: 37,
𑀪,,Brahmi script,0,,,𑀩:1,Brahmi to Latin (IAST): bha; Brahmi to Devanagari: भ,Shiksha order: 38,
𑀫,,Brahmi script,0,,,𐡌:0,Brahmi to Latin (IAST): ma; Brahmi to Devanagari: म,Shiksha order: 39,
𑀬,,Brahmi script,0,,,𐡉:0,Brahmi to Latin (IAST): ya; Brahmi to Devanagari: य,Shiksha order: 40,
𑀭,,Brahmi script,0,,,𐡓:0,Brahmi to Latin (IAST): ra; Brahmi to Devanagari: र,Shiksha order: 41,
𑀮,,Brahmi script,0,,,𐡋:0,Brahmi to Latin (IAST): la; Brahmi to Devanagari: ल,Shiksha order: 42,
𑀴,,Brahmi script,0,,,𑀮:1,Brahmi to Latin (IAST): ḷa; Brahmi to Devanagari: ळ,,
𑀯,,Brahmi script,0,,,𐡅:0,Brahmi to Latin (IAST): va; Brahmi to Devanagari: व,Shiksha order: 43,
𑀰,,Brahmi script,0,,,𐡔:0,Brahmi to Latin (IAST): śa; Brahmi to Devanagari: श,Shiksha order: 44,
𑀱,,Brahmi script,0,,,𐡎:0,Brahmi to Latin (IAST): ṣa; Brahmi to Devanagari: ष,Shiksha order: 45,
𑀲,,Brahmi script,0,,,𐡑:0,Brahmi to Latin (IAST): sa; Brahmi to Devanagari: स,Shiksha order: 46,
𑀳,,Brahmi script,0,,,𐡄:0,Brahmi to Latin (IAST): ha; Brahmi to Devanagari: ह,Shiksha order: 47,
